,name,type,time_h,length_km,lng,lat,url
859,Heaphy Track - Mackay Hut to Boundary,Great Walk,3.716666666666667,8.82, 172.288882, -40.876020,heaphy-track-mackay-hut-to-boundary
860,Heaphy Track - Scotts Beach to Katipo,Great Walk,21.016666666666666,5.26, 172.104593, -41.087862,heaphy-track-scotts-beach-to-katipo
861,Heather Jock Loop Track,Tramping Track,15.0,3.44, 168.449024, -44.859121,heather-jock-loop-track
862,Helena Falls Track,Tramping Track,2.1,1.05, 167.166712, -45.466038,helena-falls-track
863,Helicopter Hill Track,Easy Tramping Track,2.033333333333333,0.53, 171.728979, -43.140719,helicopter-hill-track
864,Helipad to River,Walking Track,0.08333333333333333,0.14, 175.225251, -40.877132,helipad-to-river
865,Henderson Tramline Tk (north Branch),Tramping Track,15.033333333333333,4.6, 175.958364, -37.839618,henderson-tramline-tk-north-branch
866,Hendersons Tramline (western Branch) Track,Tramping Track,12.133333333333333,3.51, 175.918659, -37.848068,hendersons-tramline-western-branch-track
867,Hendes Crk to Hunters Hut,Tramping Track,2.95,7.32, 170.756975, -43.222965,hendes-crk-to-hunters-hut
868,Henga Track,Walking Track,11.116666666666667,3.41, -176.555910, -43.852244,henga-track
869,Henry Pass to George Sound Hut,Route,4.516666666666667,7.67, 167.500779, -45.009157,henry-pass-to-george-sound-hut
870,Henry Pass to Lake Thompson,Route,23.083333333333332,4.66, 167.500779, -45.009157,henry-pass-to-lake-thompson
871,Henry Track,Tramping Track,4.05,1.92, 172.593250, -42.350800,henry-track
872,Herekino Forest Rd/veza Rd Track,Tramping Track,23.1,5.57, 173.282301, -35.186263,herekino-forest-rd-veza-rd-track
873,Heritage Lodge to Tunupo Track,Tramping Track,3.283333333333333,5.23, 176.016962, -39.954850,heritage-lodge-to-tunupo-track
874,Herricks Hut - Big Hill Stm Track,Tramping Track,1.1166666666666667,2.26, 176.312227, -39.583349,herricks-hut-big-hill-stm-track
875,Hidden Hills Track,Walking Track,1.0666666666666667,0.47, 169.166857, -44.689241,hidden-hills-track
876,Hidden Lakes Jetty to East Cove/hidden L,Tramping Track,2.1166666666666667,4.78, 167.649110, -45.360695,hidden-lakes-jetty-to-east-cove-hidden-l
877,Hidden Valley Track,Tramping Track,5.133333333333334,2.07, 168.845735, -46.062770,hidden-valley-track
878,High Burn Route,Route,22.0,4.46, 169.383036, -44.296874,high-burn-route
879,High Tide Track At Little River,Easy Tramping Track,1.0166666666666666,0.38, 168.109782, -46.862386,high-tide-track-at-little-river
880,High Tide Track Maori Beach,Easy Tramping Track,0.13333333333333333,0.34, 168.087779, -46.856927,high-tide-track-maori-beach
881,Highcliff Track,Tramping Track,13.05,3.27, 170.619697, -45.891098,highcliff-track
882,Hihi Stream to Motutapere Tt,Tramping Track,3.3666666666666667,6.35, 175.633869, -37.111945,hihi-stream-to-motutapere-tt
883,Hihi Trig to Kopu Hikuai Rd Summit Track,Tramping Track,4.75,8.51, 175.703620, -37.093615,hihi-trig-to-kopu-hikuai-rd-summit-track
884,Hihi-kopu Hikuai / Paton Stm Jnct Track,Tramping Track,2.066666666666667,0.73, 175.704235, -37.087902,hihikopu-hikuai-paton-stm-jnct-track
885,Hihikiwi Track,Tramping Track,3.0166666666666666,5.31, 175.064699, -38.024085,hihikiwi-track
886,Hihitahi Forest Sanctuary Track (to Zekes H,Tramping Track,4.8,10.48, 175.737845, -39.537420,hihitahi-forest-sanctuary-track-to-zekes-h
887,Hikuwai Link Track,Walking Track,1.0666666666666667,0.63, 169.178654, -44.671278,hikuwai-link-track
888,Hinau Track,Short Walk,1.0666666666666667,0.38, 177.153289, -38.754346,hinau-track
889,Hinau Track,Walking Track,1.1333333333333333,0.69, 173.568480, -42.350194,hinau-track
890,Hinehopu (hongis) Track,Walking Track,12.016666666666667,3.2, 176.509326, -38.035594,hinehopu-hongis-track
891,Hinemaiaia  T/l  Anglers Track,Tramping Track,11.05,3.29, 176.050798, -38.863090,hinemaiaia-t-l-anglers-track
892,Hinemaiaia River  Trk Ds Tl Below  Sh1,Walking Track,3.0,1.5, 176.020609, -38.854045,hinemaiaia-river-trk-ds-tl-below-sh1
893,Hinemaiaia Track,Tramping Track,4.816666666666666,10.63, 176.142953, -38.988548,hinemaiaia-track
894,Hinerau Walk,Short Walk,2.1333333333333333,1.15, 177.162018, -38.745489,hinerau-walk
895,Hinerua Hut to Smiths Stm Track,Tramping Track,4.033333333333333,0.87, 176.172799, -39.854247,hinerua-hut-to-smiths-stm-track
896,Hinerua Ridge to Tukituki River,Tramping Track,11.033333333333333,2.44, 176.176770, -39.882686,hinerua-ridge-to-tukituki-river
897,Hinerua Ridge Track,Tramping Track,22.133333333333333,4.21, 176.163928, -39.859604,hinerua-ridge-track
898,Historic Foot & Pack Track,Track - historic,14.1,3.83, 172.815009, -43.617571,historic-foot-pack-track
899,Hobbs Beach Track,Walking Track,1.0666666666666667,0.58, 174.889223, -36.606088,hobbs-beach-track
900,Hochstetter Dam Track,Tramping Track,0.06666666666666667,0.18, 171.632383, -42.462874,hochstetter-dam-track
901,Hogs Back Track,Easy Tramping Track,3.95,9.37, 171.693537, -43.200108,hogs-back-track
902,Hokitika Gorge Walk - Disabled Walk,Short Walk(disabled),0.08333333333333333,0.17, 171.019685, -42.956349,hokitika-gorge-walk-disabled-walk
903,Hokitika Gorge Walk - Platform to Rocks,Short Walk,1.0666666666666667,0.48, 171.018048, -42.955980,hokitika-gorge-walk-platform-to-rocks
904,Hokonui Mountain Bike Track,Tramping Track,3.3166666666666664,7.35, 168.841643, -46.067865,hokonui-mountain-bike-track
905,Holdsworth Lookout Track,Tramping Track,3.1166666666666667,0.64, 175.475477, -40.906662,holdsworth-lookout-track
906,Holly Hut Track,Easy Tramping Track,3.5,6.87, 174.088207, -39.276846,holly-hut-track
907,Hollyford Track - Hidden Falls Hut to Holly,Easy Tramping Track,3.3166666666666664,8.64, 168.125030, -44.693564,hollyford-track-hidden-falls-hut-to-holly
908,Hollyford Track - Hidden Falls Hut Turn Off,Easy Tramping Track,4.316666666666666,10.91, 168.114314, -44.623895,hollyford-track-hidden-falls-hut-turn-off
909,Hollyford Track - Mackerrow is Hut Junction,Tramping Track,3.1,8.3, 168.144116, -44.545785,hollyford-track-mackerrow-is-hut-junction
910,Hollyford Track - Nth End L Mckerrow to Mar,Easy Tramping Track,22.083333333333332,6.95, 168.003055, -44.335157,hollyford-track-nth-end-l-mckerrow-to-mar
911,Hollyford Track - Nth End L Mckerrow to Mck,Tramping Track,9.183333333333334,22.63, 168.063515, -44.517837,hollyford-track-nth-end-l-mckerrow-to-mck
912,Homebush Track Pioneer Park,Walking Track,3.0,0.99, 170.956316, -44.141956,homebush-track-pioneer-park
913,Homes Ridge Track,Tramping Track,13.083333333333334,3.29, 176.028441, -40.119464,homes-ridge-track
914,Homestead Bay Track,Walking Track,2.95,7.45, 169.003843, -44.618480,homestead-bay-track
915,Homestead Hill Easement,Tramping Track,4.133333333333334,1.23, 171.275425, -43.321370,homestead-hill-easement
916,Homestead Lookout Walk,Walking Track,1.0166666666666666,0.47, 173.264839, -42.085424,homestead-lookout-walk
917,Homestead Track,Tramping Track,4.0,1.7, 169.890294, -44.776520,homestead-track
918,Homeward Bound Track,Tramping Track,5.033333333333333,1.88, 168.805099, -44.863085,homeward-bound-track
919,Homunga Bay And William Wright Falls Tk,Tramping Track,3.2333333333333334,6.49, 175.924822, -37.380796,homunga-bay-and-william-wright-falls-tk
920,Honeycomb Hill Caves Track,Walking Track,4.116666666666666,1.97, 172.192316, -41.127111,honeycomb-hill-caves-track
921,Honeycomb Rock Track,Walking Track,2.716666666666667,7.94, 175.790561, -41.364152,honeycomb-rock-track
922,Honeydew Track,Short Walk,3.0,1.23, 172.849580, -41.808108,honeydew-track
923,Hongi Hika Walk,Walking Track,3.1,1.54, 173.955185, -35.221867,hongi-hika-walk
924,Hook Bush Route,Route,11.05,2.18, 170.968579, -44.619425,hook-bush-route
925,Hooker Track - Whh Car Park to Hooker Lake,Walking Track,2.0166666666666666,5.01, 170.093511, -43.718950,hooker-track-whh-car-park-to-hooker-lake
926,Hooks Bay Track,Walking Track,1.0333333333333334,2.11, 175.176427, -36.763211,hooks-bay-track
927,Hope Kiwi Track,Tramping Track,10.183333333333334,26.37, 172.378513, -42.582474,hope-kiwi-track
928,Hope Pass Route,Route,4.083333333333333,1.32, 172.097866, -42.609624,hope-pass-route
929,Hope Pass Track,Route,6.183333333333334,16.03, 172.241814, -42.629040,hope-pass-track
930,Hope Saddle Viewpoint Track,Short Walk,0.05,0.14, 172.719891, -41.628898,hope-saddle-viewpoint-track
931,Hope/kiwi - 3 Mile Stream Hut Track,Tramping Track,3.3,7.93, 172.236486, -42.641988,hope-kiwi-3-mile-stream-hut-track
932,Hopeless Track,Tramping Track,2.0,4.16, 172.756685, -41.930373,hopeless-track
933,Hopkins Track - Ram Hill to Huxley Gorge,Tramping Track,4.983333333333333,12.66, 169.807264, -43.999420,hopkins-track-ram-hill-to-huxley-gorge
934,Hopuruahine S/bridge to Whanganui,Great Walk,15.016666666666667,4.29, 177.040102, -38.720759,hopuruahine-s-bridge-to-whanganui
935,Horokaka Track (trig to Lodge),Tramping Track,14.1,2.97, 174.137448, -35.891613,horokaka-track-trig-to-lodge
936,Horomanga Frontal Track,Tramping Track,11.133333333333333,3.05, 176.829161, -38.410051,horomanga-frontal-track
937,Horopito Track,Tramping Track,3.7666666666666666,7.72, 175.502055, -39.297018,horopito-track
938,Horse Track,Tramping Track,5.133333333333334,1.9, 174.988066, -40.976313,horse-track
939,House Valley Walk - Mana Island,Walking Track,0.13333333333333333,0.37, 174.787275, -41.088929,house-valley-walk-mana-island
940,Howden Hut to Lake Mackenzie Hut,Great Walk,3.716666666666667,8.09, 168.172912, -44.767697,howden-hut-to-lake-mackenzie-hut
941,Huka Falls Path,Short Walk(disabled),0.06666666666666667,0.19, 176.089148, -38.649564,huka-falls-path
942,Huka-aratiatia Walk Way,Walking Track,22.1,6.29, 176.090564, -38.648653,hukaaratiatia-walk-way
943,Hukatere Track,Short Walk,0.06666666666666667,0.13, 174.163114, -36.187085,hukatere-track
944,Humbolt Falls Track,Walking Track,1.15,0.56, 168.128749, -44.696321,humbolt-falls-track
945,Hump Ridge - Okaka Hut Track,Easy Tramping Track,4.116666666666666,1.55, 167.307648, -46.158280,hump-ridge-okaka-hut-track
946,Hump Ridge Track- Flat Crk to Okaka Jcn,Easy Tramping Track,4.216666666666667,8.17, 167.314432, -46.162637,hump-ridge-track-flat-crk-to-okaka-jcn
947,Hump Ridge/teal Bay Hut,Tramping Track,7.066666666666666,15.16, 167.288964, -46.073742,hump-ridge-teal-bay-hut
948,Hunt Saddle to Hunts Creek Hut Track,Tramping Track,5.15,2.04, 171.507010, -42.823813,hunt-saddle-to-hunts-creek-hut-track
949,Hunter Valley Track,Tramping Track,4.666666666666667,12.5, 169.620724, -44.031023,hunter-valley-track
950,Hunter West Branch Route,Route,13.116666666666667,2.92, 169.610871, -44.008520,hunter-west-branch-route
951,Huriawa Pa Walking Track,Walking Track,2.1,0.99, 170.666949, -45.640708,huriawa-pa-walking-track
952,Hut Creek Track,Tramping Track,11.133333333333333,2.37, 168.018700, -44.901242,hut-creek-track
953,Hut Creek Track,Easy Tramping Track,3.1333333333333333,1.2, 171.718035, -43.154352,hut-creek-track
954,Hut to Mcewens Bay Track,Walking Track,4.0,1.78, 176.981264, -37.858121,hut-to-mcewens-bay-track
955,Hut to Saddle Track,Walking Track,1.0833333333333333,0.53, 176.968523, -37.851249,hut-to-saddle-track
956,Huxley Valley Track,Tramping Track,21.083333333333332,5.59, 169.743244, -44.007666,huxley-valley-track
957,Hydro Camp to Pinnacles Hut Track,Walking Track,11.066666666666666,2.63, 175.691497, -37.048996,hydro-camp-to-pinnacles-hut-track
958,Ihaia Track,Tramping Track,2.033333333333333,4.82, 173.964568, -39.350705,ihaia-track
959,Ikawatea Forks Hut to Apias Stm Track,Tramping Track,3.033333333333333,0.72, 176.204487, -39.594238,ikawatea-forks-hut-to-apias-stm-track
960,Ikawatea Forks Hut to Ikawatea Trig Rout,Tramping Track,2.9166666666666665,4.44, 176.198015, -39.590558,ikawatea-forks-hut-to-ikawatea-trig-rout
961,Inglewood Branch Track,Walking Track,2.15,0.75, 171.911754, -42.117434,inglewood-branch-track
962,Inland Track - Area Bdy to Pigeon Saddle,Tramping Track,8.266666666666667,17.48, 172.941328, -40.941175,inland-track-area-bdy-to-pigeon-saddle
963,Inland Track - Pigeon Saddle to Gibbs Track,Tramping Track,11.066666666666666,2.76, 172.968437, -40.827930,inland-track-pigeon-saddle-to-gibbs-track
964,Intake Track,Walking Track,2.066666666666667,0.93, 170.962489, -44.694801,intake-track
965,Invincible Mine Track,Walking Track,12.083333333333334,2.28, 168.457055, -44.730540,invincible-mine-track
966,Inwoods /gordons Range Route,Route,4.366666666666666,8.14, 173.007212, -41.596986,inwoods-gordons-range-route
967,Iron Bark Hut to Lake Colenso Hut Track,Tramping Track,23.1,4.86, 176.093582, -39.682535,iron-bark-hut-to-lake-colenso-hut-track
968,Iron Bark Hut to Maori Clearing Via Maro,Tramping Track,3.033333333333333,4.81, 176.092203, -39.681889,iron-bark-hut-to-maori-clearing-via-maro
969,Iron Bark to Waiokotore Biv Via Ohutu Ri,Tramping Track,3.6333333333333333,6.71, 176.089385, -39.673330,iron-bark-to-waiokotore-biv-via-ohutu-ri
970,Iron Gate Hut to Ngamoko Range Track,Tramping Track,23.1,4.02, 176.090526, -39.940235,iron-gate-hut-to-ngamoko-range-track
971,Iron Gate Hut to Upper Oroua River (gorg,Tramping Track,4.066666666666666,1.25, 176.059680, -39.923973,iron-gate-hut-to-upper-oroua-river-gorg
972,Irthing Stm-mansion Hut Route,Route,21.016666666666666,5.67, 168.424172, -45.500061,irthing-stmmansion-hut-route
973,Island Hut Route,Route,4.283333333333333,9.53, 168.289244, -45.470521,island-hut-route
974,Islington Bay Wharf Track,Walking Track,4.016666666666667,1.99, 174.891108, -36.784407,islington-bay-wharf-track
975,Isthmus Peak Track,Walking Track,5.533333333333333,7.7, 169.200264, -44.462705,isthmus-peak-track
976,Jacko Flat to Top Crooked Route,Route,21.15,5.44, 171.630850, -42.707975,jacko-flat-to-top-crooked-route
977,Jacks Blowhole Walking Track,Walking Track,4.0,1.5, 169.699891, -46.506499,jacks-blowhole-walking-track
978,Jacks Pass to Mt Isobel Track,Tramping Track,11.033333333333333,1.78, 172.825742, -42.476906,jacks-pass-to-mt-isobel-track
979,Jacks Point Track,Walking Track,3.15,7.42, 168.690465, -45.046847,jacks-point-track
980,Jacobs Bay/fairy Bay Track,Walking Track,21.066666666666666,4.66, 173.887851, -41.109143,jacobs-bay-fairy-bay-track
981,James Rd to Slate River Junction,Tramping Track,2.8,5.96, 172.559583, -40.779902,james-rd-to-slate-river-junction
982,James Vogel Nature Walk,Walking Track,4.1,1.01, 173.973763, -41.222654,james-vogel-nature-walk
983,Jameson Ridge Track,Tramping Track,3.75,7.06, 172.582096, -41.955304,jameson-ridge-track
984,Jans Hut Access Track,Easy Tramping Track,1.05,0.48, 174.982237, -41.341422,jans-hut-access-track
985,Jasper Creek Short Walk,Short Walk,1.0333333333333334,0.52, 175.634376, -37.099541,jasper-creek-short-walk
986,John Drew - Shag Track,Tramping Track,1.1333333333333333,2.53, 175.071080, -36.218618,john-drew-shag-track
987,Johnson Creek Track,Tramping Track,5.15,2.13, 172.299644, -41.843747,johnson-creek-track
988,Johnstons United Battery Track,Tramping Track,2.1333333333333333,0.54, 172.632229, -40.785198,johnstons-united-battery-track
989,Joker Level Tram Walking Track,Walking Track,0.11666666666666667,0.23, 171.822472, -42.298676,joker-level-tram-walking-track
990,Jollie Brook Circuit Track,Tramping Track,9.166666666666666,24.42, 172.336412, -42.799513,jollie-brook-circuit-track
991,Jollie Brook Link Track,Tramping Track,1.1,2.79, 172.337361, -42.790641,jollie-brook-link-track
992,Jollie Gorge Easement,Tramping Track,2.0166666666666666,0.96, 170.181338, -43.856138,jollie-gorge-easement
993,Jollies Pass Road to Mt Isobel Track,Tramping Track,14.083333333333334,2.53, 172.875550, -42.488412,jollies-pass-road-to-mt-isobel-track
994,Jolliffe Saddle Track,Walking Track,1.15,0.66, 172.848154, -42.504789,jolliffe-saddle-track
995,Jubilee Track - Mt Ngongotaha,Walking Track,1.0666666666666667,1.8, 176.196116, -38.117952,jubilee-track-mt-ngongotaha
996,Judah Track,Walking Track,3.7,6.84, 168.403339, -44.863522,judah-track
997,Julia Hut to Mid Taipo Hut Track,Tramping Track,23.133333333333333,5.99, 171.425323, -42.897870,julia-hut-to-mid-taipo-hut-track
998,Jum Michel Walk,Short Walk,2.0,0.93, 170.897128, -42.791251,jum-michel-walk
999,Jumbo Hut to Upper Atiwhakatu Route,Tramping Track,15.0,2.18, 175.439749, -40.854115,jumbo-hut-to-upper-atiwhakatu-route
1000,Junction Hut Track,Tramping Track,3.3333333333333335,7.75, 169.185963, -45.510292,junction-hut-track
1001,Kaharoa Track,Tramping Track,3.0833333333333335,1.18, 176.294320, -37.950379,kaharoa-track
1002,Kaheka Point Track,Walking Track,2.1,1.07, 173.750780, -35.038028,kaheka-point-track
1003,Kahikanui Track,Tramping Track,4.15,2.12, 176.902946, -39.227617,kahikanui-track
1004,Kahikatea Short Walk,Short Walk,1.1333333333333333,0.75, 175.629946, -37.121761,kahikatea-short-walk
1005,Kahikatea Track,Walking Track,2.0,0.71, 171.237179, -44.089587,kahikatea-track
1006,Kahikatea Walk,Walking Track,3.1333333333333333,1.67, 171.266866, -43.894934,kahikatea-walk
1007,Kahikatea Walk - Lake Kaniere,Short Walk(disabled),1.1166666666666667,0.71, 171.128694, -42.803519,kahikatea-walk-lake-kaniere
1008,Kahikatea Walk Pohangina,Walking Track,3.033333333333333,1.26, 175.906416, -40.082975,kahikatea-walk-pohangina
1009,Kahui Track,Tramping Track,2.783333333333333,5.96, 173.952073, -39.304920,kahui-track
1010,Kai Iwi Lakes Coastal Track (bca),Tramping Track,2.066666666666667,6.05, 173.573996, -35.769606,kai-iwi-lakes-coastal-track-bca
1011,Kai Iwi Lakes Coastal Track (dv),Walking Track,4.133333333333334,2.04, 173.613342, -35.811842,kai-iwi-lakes-coastal-track-dv
1012,Kaiaraara Track - Lower Kauri Dam to Hiraki,Easy Tramping Track,12.15,1.93, 175.398248, -36.183918,kaiaraara-track-lower-kauri-dam-to-hiraki
1013,Kaiarara Kauri Dam Forest Rd Lwr Dam Track,Walking Track,13.066666666666666,2.89, 175.374830, -36.183914,kaiarara-kauri-dam-forest-rd-lwr-dam-track
1014,Kaiauai Track,Easy Tramping Track,3.6333333333333333,7.07, 174.099833, -39.256991,kaiauai-track
1015,Kaihoka Lakes Walk,Walking Track,1.0666666666666667,0.6, 172.597310, -40.552719,kaihoka-lakes-walk
1016,Kaimai Summit Loop Track,Tramping Track,1.0333333333333334,0.39, 175.928400, -37.869490,kaimai-summit-loop-track
1017,Kaimanawa Rd Forest Loop Track,Walking Track,2.033333333333333,0.97, 175.823524, -39.154071,kaimanawa-rd-forest-loop-track
1018,Kaiparoro - Park Boundary to Kaiparoro T,Tramping Track,1.1333333333333333,1.82, 175.591592, -40.711252,kaiparoro-park-boundary-to-kaiparoro-t
1019,Kaiparoro Road to Park Boundary,Tramping Track,2.15,0.6, 175.596221, -40.714975,kaiparoro-road-to-park-boundary
1020,Kaipawa Trig Ttrack,Tramping Track,3.1166666666666667,5.58, 175.537703, -36.748407,kaipawa-trig-ttrack
1021,Kaipo Lagoon Track,Tramping Track,22.116666666666667,5.91, 177.188217, -38.700405,kaipo-lagoon-track
1022,Kaipo Valley to Cascade Stm Track,Tramping Track,7.133333333333334,17.68, 176.122722, -39.058951,kaipo-valley-to-cascade-stm-track
1023,Kaitaia Walkway/diggers Valley Rd Track,Walking Track,2.75,7.04, 173.269429, -35.163137,kaitaia-walkway-diggers-valley-rd-track
1024,Kaitawa Stream to Mt Thompson,Tramping Track,22.15,4.66, 175.250307, -40.764967,kaitawa-stream-to-mt-thompson
1025,Kaiteriteri Walk,Walking Track,0.15,0.34, 173.017573, -41.039627,kaiteriteri-walk
1026,Kaitoke Carpark to Canyon Creek,Walking Track,2.7666666666666666,5.98, 175.228025, -41.069814,kaitoke-carpark-to-canyon-creek
1027,Kaitoke Hot Springs Track,Walking Track,11.066666666666666,3.23, 175.425237, -36.215894,kaitoke-hot-springs-track
1028,Kaituna Bay Loop Track,Walking Track,23.0,6.61, 174.422999, -35.443721,kaituna-bay-loop-track
1029,Kaituna Track,Walking Track,14.116666666666667,3.74, 172.579926, -40.717655,kaituna-track
1030,Kaituna Valley Packhorse Hut Track,Tramping Track,2.033333333333333,3.79, 172.690920, -43.731060,kaituna-valley-packhorse-hut-track
1031,Kaituna Valley Scenic Reserve Track,Walking Track,1.05,0.61, 172.688258, -43.744392,kaituna-valley-scenic-reserve-track
1032,Kaituna Wetland Trk,Walking Track,13.016666666666667,4.54, 176.373824, -37.758180,kaituna-wetland-trk
1033,Kaiwhakauka Track - Cootes Clearing to Mang,Tramping Track,23.05,4.37, 175.093273, -39.214172,kaiwhakauka-track-cootes-clearing-to-mang
1034,Kaiwhakauka Track - Park Boundary to Cootes,Tramping Track,2.9,6.2, 175.089348, -39.192065,kaiwhakauka-track-park-boundary-to-cootes
1035,Kaiwhakauka Track - Whakahoro Hut to Park B,Tramping Track,2.7666666666666666,6.92, 175.079053, -39.152282,kaiwhakauka-track-whakahoro-hut-to-park-b
1036,Kaka Point Walk,Short Walk,3.0,1.26, 169.775085, -46.385475,kaka-point-walk
1037,Kakahu Track,Walking Track,2.8333333333333335,6.14, 171.073334, -44.145454,kakahu-track
1038,Kakapakapanui Hut to Ngatiawa/kapapakapa,Tramping Track,3.55,5.83, 175.155768, -40.916574,kakapakapanui-hut-to-ngatiawa-kapapakapa
1039,Kakariki Access Easement,Route,3.15,1.53, 175.613688, -40.581451,kakariki-access-easement
1040,Kamahi Loop Track,Walking Track,15.0,4.05, 176.815924, -39.111758,kamahi-loop-track
1041,Kamau Taurua Loop Track,Walking Track,3.0,1.06, 170.636729, -45.829110,kamau-taurua-loop-track
1042,Kaniere Wrww - Lake to Ward Road,Walking Track,1.0666666666666667,2.96, 171.138884, -42.798472,kaniere-wrww-lake-to-ward-road
1043,Kaniere Wrww-wards Rd to Kennedy Crk Car,Walking Track,3.0833333333333335,6.64, 171.127792, -42.781425,kaniere-wrwwwards-rd-to-kennedy-crk-car
1044,Kanohirua Hut  to  Waiawa Hut,Tramping Track,2.716666666666667,5.88, 177.023731, -38.602508,kanohirua-hut-to-waiawa-hut
1045,Kanuka Loop Track,Tramping Track,4.466666666666667,10.16, 169.354191, -44.937645,kanuka-loop-track
1046,Kapakapanui Peak to Maymorn Junction,Tramping Track,22.083333333333332,4.47, 175.162033, -40.932599,kapakapanui-peak-to-maymorn-junction
1047,Kapoaiaia Track,Tramping Track,15.133333333333333,4.83, 173.993064, -39.299256,kapoaiaia-track
1048,Kapoors/frost Flat Loop -(to 42 Traverse,Tramping Track,3.5666666666666664,8.91, 175.472784, -39.064964,kapoors-frost-flat-loop-to-42-traverse
1049,Kapowairua to Tapotupotu Track (icon),Tramping Track,7.183333333333334,17.86, 172.716613, -34.437477,kapowairua-to-tapotupotu-track-icon
1050,Kapuni Loop Track,Walking Track,3.15,1.29, 174.106884, -39.325159,kapuni-loop-track
1051,Karaka Point Walk,Short Walk,1.05,0.49, 174.064436, -41.254168,karaka-point-walk
1052,Karaka Tt - Waiotahi / Main Range Jcn,Tramping Track,5.966666666666667,12.13, 175.549233, -37.131927,karaka-tt-waiotahi-main-range-jcn
1053,Karakariki Track- to Reserve Boundary,Tramping Track,1.1333333333333333,2.41, 175.087862, -37.773726,karakariki-track-to-reserve-boundary
1054,Karamea Bend Hut to Crow River,Tramping Track,4.383333333333334,9.71, 172.468717, -41.292658,karamea-bend-hut-to-crow-river
1055,Karamu W/way Nth- Lookout to Old Mountai,Tramping Track,1.05,2.54, 175.075863, -37.830177,karamu-w-way-nth-lookout-to-old-mountai
1056,Karamu W/way Sth- O.m.r. to Limeworks Lo,Tramping Track,3.5166666666666666,8.12, 175.087478, -37.847099,karamu-w-way-sth-omr-to-limeworks-lo
1057,Karangahake - No 7 Level (county Rd) Track,Tramping Track,3.533333333333333,6.61, 175.719757, -37.439061,karangahake-no-7-level-county-rd-track
1058,Karangahake Gorge Tunnel Loop Walk,Walking Track,12.066666666666666,3.48, 175.721243, -37.423593,karangahake-gorge-tunnel-loop-walk
1059,Karangahake Tunnel - Owharoa Falls Track,Walking Track,11.05,3.35, 175.731496, -37.421159,karangahake-tunnel-owharoa-falls-track
1060,Karangarua Valley Route,Route,10.533333333333333,24.46, 169.908287, -43.717826,karangarua-valley-route
1061,Karikari Bay Track,Walking Track,1.05,0.54, 173.401914, -34.827673,karikari-bay-track
1062,Karioi 1- Carpark to Lookout,Tramping Track,14.05,2.51, 174.773672, -37.843035,karioi-1-carpark-to-lookout
1063,Karioi 2- Lookout to Summit,Tramping Track,5.05,1.75, 174.791011, -37.854918,karioi-2-lookout-to-summit
1064,Kashmir Road to Longview Hut,Tramping Track,13.15,2.46, 176.147064, -39.955806,kashmir-road-to-longview-hut
1065,Katiki Point Walking Track,Walking Track,0.1,0.17, 170.868374, -45.391434,katiki-point-walking-track
1066,Kauaeranga Nature Short Walk,Short Walk,1.1,0.54, 175.634956, -37.109034,kauaeranga-nature-short-walk
1067,Kauri Block Walk,Walking Track,4.133333333333334,1.54, 175.493141, -36.761153,kauri-block-walk
1068,Kauri Bush Track,Tramping Track,2.066666666666667,0.71, 172.760321, -34.471552,kauri-bush-track
1069,Kauri Bushmans Track,Short Walk,0.1,0.29, 174.205912, -36.101597,kauri-bushmans-track
1070,Kauri Dam Walk,Walking Track,1.0166666666666666,0.34, 174.126966, -35.893265,kauri-dam-walk
1071,Kauri Loop Walk- Hakarimata,Walking Track,12.116666666666667,2.3, 175.155593, -37.612895,kauri-loop-walk-hakarimata
1072,Kauri Route Te Kauri Park,Tramping Track,3.1,1.09, 174.985472, -38.082475,kauri-route-te-kauri-park
1073,Kauri Tree Route,Tramping Track,0.05,0.05, 175.375793, -36.207582,kauri-tree-route
1074,Kauritatahi Hut Track,Route,12.0,2.1, 175.849709, -37.654790,kauritatahi-hut-track
1075,Kawakawa Hut to Mangatoetoe Hut,Tramping Track,23.066666666666666,5.69, 175.271192, -41.570087,kawakawa-hut-to-mangatoetoe-hut
1076,Kawatiri Historic Railway Walk,Short Walk,2.1333333333333333,1.02, 172.617892, -41.693584,kawatiri-historic-railway-walk
1077,Kaweka Flats Biv to Makahu Saddle Crpk T,Tramping Track,11.083333333333334,2.58, 176.410959, -39.281228,kaweka-flats-biv-to-makahu-saddle-crpk-t
1078,Kaweka J to Whetu Track,Tramping Track,22.083333333333332,5.18, 176.380020, -39.282263,kaweka-j-to-whetu-track
1079,Kawerau Track,Walking Track,5.05,1.79, 174.888657, -36.600376,kawerau-track
1080,Kawhatau Base to Colenso High Point Track,Tramping Track,15.083333333333334,2.5, 176.049634, -39.740250,kawhatau-base-to-colenso-high-point-track
1081,Kawhatau Base to Kawhatau River (old Roa,Tramping Track,2.0166666666666666,0.59, 176.048984, -39.758695,kawhatau-base-to-kawhatau-river-old-roa
1082,Kawhatau Base to Mckinnon Hut Track,Tramping Track,3.95,6.29, 176.094777, -39.781669,kawhatau-base-to-mckinnon-hut-track
1083,Kay Creek Track,Tramping Track,3.033333333333333,6.23, 168.246502, -44.799195,kay-creek-track
1084,Kea Basin Track,Tramping Track,2.1166666666666667,3.28, 168.456436, -44.626368,kea-basin-track
1085,Kea Point Track,Walking Track,4.033333333333333,1.85, 170.087099, -43.717115,kea-point-track
